,HaulLat,HaulLong,Year,Distance,BottomDepth,Plastic_Weight
1223,55.4533,18.9367,2016,2861,90,0
1224,55.4547,14.682,2014,2778,68,0.128
1225,55.4552,14.6879,2016,NA,69,0.012
1226,55.4563,14.6981,2017,NA,68,0
1227,55.4565,15.9215,2014,NA,85,0
1228,55.457,10.9049,2013,1842,27,0
1229,55.4571,15.9257,2017,2715,85,0.038
1230,55.4583,14.4837,2016,2797,58,0.034
1231,55.4583,17.3033,2016,2665,42,0
1232,55.4585,14.4765,2017,2815,57,0.235
1233,55.4592,17.2035,2016,2832,41,0
1234,55.4593,17.2143,2015,2765,41,0
1235,55.4597,14.501,2012,2882,60,0
1236,55.4617,18.5737,2012,3095,86,0.002
1237,55.4618,15.0299,2017,NA,77,0
1238,55.4632,17.4666,2013,2928,45,0.352
1239,55.464,14.9901,2015,2263,78,0
1240,55.4646,15.9956,2016,0,83,0.006
1241,55.4647,14.9753,2012,2958,77,0.2
1242,55.4651,14.602,2012,2748,66,0.09
1243,55.4663,14.61,2016,NA,66,0
1244,55.4672,14.6145,2017,2815,67,0.008
1245,55.4673,14.6141,2017,NA,66,0.002
1246,55.4676,15.9519,2015,NA,84,0
1247,55.4678,15.9506,2017,NA,85,0
1248,55.4682,14.6188,2014,NA,67,0.016
1249,55.4685,15.9065,2015,2776,85,0
1250,55.469,15.5571,2016,2802,85,0
1251,55.4724,17.8134,2012,2889,72,0
1252,55.4727,15.5599,2017,NA,84,0
1253,55.4767,15.2177,2016,2793,84,0
1254,55.48,17.7517,2017,2784,72,0
1255,55.4808,14.6025,2014,2778,60,0.016
1256,55.4822,14.6054,2014,NA,61,0.232
1257,55.4833,17.4767,2017,2734,43,0.0048
1258,55.4845,14.7653,2013,2746,67,0
1259,55.4854,17.4455,2013,2826,34,0.002
1260,55.4858,15.5732,2017,2834,83,0.004
1261,55.4866,17.4223,2013,2887,37,0.046
1262,55.487,15.9644,2012,3354,84,0
1263,55.4874,14.7227,2014,NA,68,0.002
1264,55.4875,14.7242,2016,2687,68,0.028
1265,55.4879,17.4612,2012,2761,35,0
1266,55.4888,14.7125,2014,NA,67,0
1267,55.4899,17.466,2015,2708,37,0
1268,55.49,17.515,2017,2837,42,0.1356
1269,55.4916,15.5786,2015,2758,84,0
1270,55.4916,20.6566,2017,NA,60,0.148
1271,55.4917,17.8567,2017,2231,76,0
1272,55.4923,17.4697,2012,2708,36,0.236
1273,55.4932,20.6042,2015,2778,61,0
1274,55.4938,14.6432,2015,2759,60,0
1275,55.4944,15.2674,2013,2783,82,0
1276,55.4948,14.6462,2016,NA,61,0.042
1277,55.4948,14.6472,2017,NA,61,0.015
1278,55.4967,17.8667,2017,1892,75,0
1279,55.4967,18.9967,2017,1309,87,0
1280,55.4975,18.1032,2014,NA,76,0
1281,55.5035,17.9453,2016,2806,68,0.015
1282,55.5112,17.9762,2014,NA,68,0
1283,55.5135,17.9834,2012,2748,69,0
1284,55.5158,18.0439,2012,2722,71,0
1285,55.5206,15.5646,2013,2728,78,0
1286,55.5208,16.1642,2013,3091,78,0
1287,55.5208,18.9958,2016,2815,87,0
1288,55.5223,15.5001,2012,2808,74,0
1289,55.523,18.9934,2012,3428,88,0
1290,55.525,18.2317,2016,2587,82,0
1291,55.5252,15.5307,2013,2811,76,0
1292,55.5259,18.5513,2014,NA,88,0.016
1293,55.5289,14.9002,2016,2817,75,0.174
1294,55.5316,16.3576,2012,2834,72,0
1295,55.5331,15.5493,2015,2759,76,0
1296,55.5331,18.1909,2016,2741,82,0
1297,55.5332,15.5557,2017,NA,76,0
1298,55.5337,15.5847,2012,2889,74,0
1299,55.5371,16.1757,2017,NA,76,0.021
1300,55.5373,17.5412,2015,2765,41,0
1301,55.5385,17.5456,2012,2598,40,0
1302,55.5394,17.5462,2013,2678,39,15
1303,55.5401,10.8568,2014,1314,38,2
1304,55.5403,15.5851,2013,2774,76,0.02
1305,55.5449,15.582,2012,2750,74,0.088
1306,55.5475,17.5795,2012,2700,39,0.004
1307,55.5511,15.5867,2014,NA,72,0
1308,55.5531,16.1804,2013,2730,79,0.018
1309,55.555,17.6167,2017,2714,45,6.7382
1310,55.5578,10.8438,2014,NA,40,0
1311,55.5581,15.586,2016,2808,76,0
1312,55.5585,10.922,2012,2574,31,0
1313,55.5595,16.1824,2017,2895,77,0
1314,55.5599,16.1829,2015,1938,81,0.01
1315,55.5622,16.1816,2016,2695,78,0
1316,55.565,16.1849,2012,2743,76,0
1317,55.5708,16.4131,2015,2804,69,0.002
1318,55.5735,18.3553,2016,2774,92,0
1319,55.5761,15.0098,2013,3482,82,0
1320,55.5762,15.0047,2013,2891,80,0.002
1321,55.5772,15.0513,2012,2758,78,0.334
1322,55.579,10.9076,2013,2239,27,0
1323,55.5795,15.0325,2012,3010,79,0.8
1324,55.5797,10.91,2015,NA,32,0
1325,55.5836,16.1904,2016,2720,79,0
1326,55.5871,16.3874,2017,NA,67,0.014
1327,55.5872,16.3894,2016,2769,68,0
1328,55.5908,16.6643,2016,2698,54,0
1329,55.5964,15.2588,2016,2771,77,0.334
1330,55.5967,18.3833,2017,2671,92,0
1331,55.597,16.6678,2015,2769,54,0.002
1332,55.5975,15.2935,2012,3714,78,0.014
1333,55.5984,16.6689,2014,NA,54,0
1334,55.5985,14.5607,2013,2722,63,0.004
1335,55.6,14.566,2016,2834,66,0
1336,55.6003,14.5657,2017,2759,65,0
1337,55.6008,15.921,2012,3586,77,0
1338,55.6018,16.6719,2017,NA,54,0.008
1339,55.6042,16.6726,2016,NA,54,0.012
1340,55.6092,18.3762,2014,NA,94,0.016
1341,55.6111,15.9003,2017,NA,76,0
1342,55.6117,16.677,2013,2811,54,0
1343,55.6126,16.6788,2013,2796,56,0
1344,55.6128,14.6047,2014,2741,64,0.072
1345,55.613,14.7523,2013,2741,76,0.004
1346,55.6142,16.6792,2017,2791,55,0
1347,55.6152,14.6102,2016,NA,64,0
1348,55.6152,17.5948,2015,2737,40,0
1349,55.6197,16.6837,2012,2717,53,0.092
1350,55.6233,20.7066,2016,NA,48,0.33
1351,55.6255,14.7098,2015,2741,68,0.294
1352,55.6257,14.7554,2017,NA,67,0
1353,55.6269,14.6922,2013,2822,67,0
1354,55.628,15.0393,2017,NA,85,0.008
1355,55.6317,14.6067,2012,2797,58,0.01
1356,55.6324,17.618,2016,2809,39,0
1357,55.6343,10.5468,2014,2253,16,0
1358,55.6368,15.1064,2016,2791,86,0.1
1359,55.6371,15.1075,2017,NA,84,0.046
1360,55.6371,15.1082,2014,NA,86,0.052
1361,55.6372,14.6187,2012,2667,59,0.05
1362,55.6392,17.627,2014,NA,40,0
1363,55.64,10.0353,2012,2509,15,2.5
1364,55.64,18.5833,2017,2742,98,0
1365,55.6405,14.7968,2013,2774,66,0
1366,55.6417,14.739,2014,NA,62,0.074
1367,55.6417,18.97,2017,2832,88,0
1368,55.6433,20.1567,2016,NA,74,0
1369,55.6433,20.2483,2016,NA,72,0
1370,55.6472,14.6838,2012,2834,60,0
1371,55.6483,20.2567,2016,NA,71,0
1372,55.65,18.085,2017,1415,70,0
1373,55.651,14.6495,2015,2759,60,0.026
1374,55.6534,14.8451,2017,NA,67,0.006
1375,55.6546,18.9562,2016,2752,87,0.034
1376,55.6547,14.6568,2015,2741,60,0.004
1377,55.6548,14.657,2013,2852,58,0
1378,55.6553,14.6573,2014,2574,59,0.066
1379,55.6595,14.5275,2016,2834,51,0.034
1380,55.661,14.5218,2013,2759,50,0
1381,55.6632,15.2307,2015,2815,70,0.07
1382,55.664,15.2305,2013,2454,69,0.046
1383,55.6642,15.2792,2016,NA,68,0
1384,55.6646,15.287,2012,2908,69,0.082
1385,55.6646,18.0422,2013,2800,68,0
1386,55.6664,10.2037,2014,2344,18,0
1387,55.6665,10.1982,2013,2383,18,0
1388,55.6671,10.367,2015,2333,22,0.2
1389,55.6708,15.0163,2012,2769,65,0
1390,55.6735,10.2257,2015,NA,19,0
1391,55.6738,16.4977,2013,2633,65,0.188
1392,55.675,20.1333,2016,NA,74,0.092
1393,55.6755,18.0322,2015,2832,65,0.008
1394,55.6766,20.6274,2015,2778,52,0.1
1395,55.6775,15.7958,2012,2695,66,0
1396,55.6786,14.7721,2016,NA,55,0
1397,55.6788,10.6436,2015,1968,34,0
1398,55.6795,16.2024,2015,2735,71,0
1399,55.6798,14.7767,2017,2834,54,0
1400,55.6804,15.7945,2015,2789,66,0.036
1401,55.681,15.7953,2014,NA,66,0.258
1402,55.6817,18.0288,2016,2748,64,0.014
1403,55.6818,10.7678,2012,2574,33,0
1404,55.6821,16.1653,2016,16275,69,0
1405,55.6825,16.1635,2013,2741,69,0
1406,55.6828,16.16,2014,2797,67,0.002
1407,55.6833,16.1465,2012,2852,67,0.026
1408,55.6843,14.503,2013,2759,47,0.01
1409,55.6855,14.4582,2015,2778,49,0.006
1410,55.6872,14.8167,2017,2815,58,0.001
1411,55.6884,14.8242,2016,2787,58,0.042
1412,55.6887,14.4483,2017,2778,43,0.048
1413,55.6888,14.4492,2012,2722,47,0.026
1414,55.689,14.8825,2017,2778,57,0
1415,55.6892,14.8861,2012,2874,56,0.06
1416,55.6896,10.7712,2013,2424,36,0
1417,55.6902,15.1177,2013,2850,65,0
1418,55.6902,15.1274,2012,2854,70,0
1419,55.6921,15.1121,2017,NA,69,0.034
1420,55.6929,15.1209,2016,NA,68,0.002
1421,55.6932,15.1225,2015,2815,67,0.136
1422,55.6943,16.7345,2012,2763,52,3.5
1423,55.6963,10.2807,2012,2585,21,0
1424,55.6965,14.3657,2017,2834,35,0.489
1425,55.6967,10.2493,2013,2089,20,0
1426,55.697,10.4265,2013,2302,23,0
1427,55.6978,14.534,2016,2797,48,0.034
1428,55.6995,14.5372,2015,2759,48,0.086
1429,55.6996,10.4573,2015,NA,22,0
1430,55.7,14.5393,2017,2852,47,0.008
1431,55.7003,14.5398,2014,2741,47,0
1432,55.7005,14.54,2016,2797,47,0.002
1433,55.7008,14.5413,2013,2741,45,0
1434,55.701,14.5415,2014,2908,47,0
1435,55.7013,10.2483,2012,2461,20,0
1436,55.7017,10.4285,2012,2216,24,0
1437,55.7019,10.2336,2014,NA,20,0
1438,55.7021,10.2378,2013,2194,20,0
1439,55.7027,10.4778,2013,1768,20,0
1440,55.705,20.705,2017,NA,45,0.055
1441,55.7051,10.4218,2014,2528,23,0
1442,55.7064,16.183,2016,NA,67,0.082
1443,55.7067,19.9783,2016,NA,76,0.0172
1444,55.7078,14.4103,2016,2759,38,0
1445,55.7082,14.412,2015,2778,38,0
1446,55.7082,14.4133,2012,2741,37,0.02
1447,55.7083,14.4138,2014,2797,38,0
1448,55.7085,14.4118,2017,2815,38,0.032
1449,55.7088,14.4152,2013,2797,38,0
1450,55.7088,14.4165,2015,2778,38,0
1451,55.7088,20.6645,2016,NA,46,0.034
1452,55.7109,16.6889,2013,2839,56,0
1453,55.7117,14.7311,2014,NA,55,0.038
1454,55.7122,10.785,2013,2265,35,0
1455,55.713,14.4155,2017,2797,37,0.045
1456,55.7132,14.4153,2012,2241,34,0.001
1457,55.714,14.4222,2013,2759,36,0
1458,55.7142,14.3502,2017,2834,36,0.056
1459,55.7142,14.4225,2015,2759,37,0
1460,55.7183,19.9666,2016,NA,74,0.012
1461,55.7188,16.2249,2014,NA,67,0.004
1462,55.7192,14.338,2014,2797,34,0.16
1463,55.7192,16.6595,2012,2982,56,0
1464,55.7197,16.6433,2016,2783,56,0.002
1465,55.72,14.337,2014,2611,34,0
1466,55.72,14.3372,2012,2722,33,0.018
1467,55.72,16.2297,2017,2809,67,0
1468,55.7207,14.3363,2017,2741,34,0
1469,55.7249,16.6736,2017,NA,52,0.026
1470,55.725,14.3438,2015,2759,35,0
1471,55.7262,16.722,2012,2789,52,0
1472,55.7277,15.3132,2013,2797,58,0
1473,55.7287,15.3238,2013,2298,60,0.022
1474,55.7289,16.6801,2017,2858,56,0.022
1475,55.7298,15.327,2016,2759,60,0
1476,55.7298,16.0731,2017,NA,70,0.134
1477,55.7299,16.0737,2012,2644,67,0
1478,55.7333,17.9667,2017,1376,63,0.0284
1479,55.7347,15.2693,2013,2719,62,0
1480,55.7347,15.5563,2017,NA,62,0.008
1481,55.7348,16.7176,2015,2754,53,0.008
1482,55.7357,15.5618,2013,2074,62,0
1483,55.7363,17.9698,2012,2626,63,0
1484,55.7364,17.97,2013,2802,63,0
1485,55.7366,17.9713,2014,NA,63,0.018
1486,55.7388,17.975,2012,2774,62,0.01
1487,55.7408,15.5997,2014,2778,61,0.082
1488,55.7415,15.599,2012,2834,62,0.656
1489,55.7417,15.6022,2014,NA,62,0.002
1490,55.7424,15.6057,2012,2819,61,0.002
1491,55.745,16.3332,2014,2778,62,0.026
1492,55.7468,16.3335,2013,2815,62,0
1493,55.7498,15.3813,2012,2698,65,0.044
1494,55.7533,20.2217,2016,NA,61,0
1495,55.7618,16.3416,2012,2878,63,0
1496,55.7633,20.3683,2017,NA,53,0.11
1497,55.7654,16.6626,2014,NA,56,0
1498,55.7657,15.7898,2016,2797,55,0.004
1499,55.766,15.4421,2016,NA,61,0
1500,55.7661,16.6606,2016,NA,55,0.041
1501,55.7677,16.3431,2012,2902,63,0
1502,55.7678,16.3333,2017,2778,63,0.006
1503,55.7693,15.5462,2014,2759,60,0.006
1504,55.7695,15.5485,2014,2778,61,0.006
1505,55.7698,16.3343,2016,2778,66,0.015
1506,55.77,15.3033,2014,2759,55,0.016
1507,55.77,20.425,2017,NA,50,0.627
1508,55.7703,15.2967,2017,2722,56,0
1509,55.7705,10.9197,2014,NA,19,0
1510,55.7705,15.2568,2015,2778,56,0
1511,55.7705,15.2925,2016,2778,56,0.017
1512,55.7705,15.2998,2016,NA,56,0
1513,55.7717,16.7103,2016,2778,49,0.018
1514,55.7743,16.7091,2017,NA,49,0.066
1515,55.7758,16.7079,2017,2830,49,0
1516,55.7775,16.647,2013,2019,55,0
1517,55.778,17.6993,2014,NA,58,0.008
1518,55.7786,17.6994,2012,2789,59,0
1519,55.7812,16.3436,2014,NA,62,0.004
1520,55.7817,20.065,2016,NA,67,0
1521,55.7825,17.6961,2017,2811,58,0
1522,55.7833,10.692,2013,2483,19,0
1523,55.7833,20.1683,2017,NA,50,0.132
1524,55.7835,15.9394,2016,NA,62,0
1525,55.7835,15.9805,2017,2832,63,0.014
1526,55.7848,16.6388,2012,2834,53,0.14
1527,55.7851,16.6379,2017,2791,56,0
1528,55.7861,10.7015,2013,2139,19,0
1529,55.7867,16.6363,2014,2797,55,0.006
1530,55.7877,16.6352,2015,2815,55,0.592
1531,55.7883,10.701,2015,NA,19,0
1532,55.7894,16.6998,2015,2759,50,0
1533,55.79,20.3583,2017,NA,51,0.572
1534,55.791,16.6303,2017,2797,55,0.438
1535,55.7923,12.8423,2015,NA,19,0
1536,55.7947,10.7103,2012,2253,20,0
1537,55.7948,16.4837,2015,2778,56,0
1538,55.7967,10.7268,2012,2153,19,0
1539,55.7971,15.8871,2012,2802,60,0
1540,55.7971,16.2517,2012,2741,61,0.042
1541,55.7972,15.9102,2016,2797,61,0.089
1542,55.7973,15.9138,2013,2797,59,0.012
1543,55.7973,15.919,2015,2797,61,0.134
1544,55.7975,12.7093,2013,1258,18,0
1545,55.7977,15.9108,2013,2704,60,0.14
1546,55.7978,15.9622,2017,2852,60,0.025
1547,55.7979,15.9595,2017,2908,61,0
1548,55.7982,15.9532,2012,2852,60,0.124
1549,55.7988,10.7202,2014,2452,19,0
1550,55.7989,16.4956,2017,2761,57,0
1551,55.7999,18.1507,2013,2893,70,0
1552,55.8008,17.6842,2016,2815,57,0.001
1553,55.801,17.6841,2013,2837,57,0
1554,55.8013,17.6837,2015,2552,58,0.056
1555,55.8022,15.8027,2015,2741,56,0.046
1556,55.8022,15.8038,2013,2834,54,0.084
1557,55.8027,15.8052,2017,2797,56,0.047
1558,55.8036,10.7391,2015,2379,20,0
1559,55.8038,17.6825,2016,2759,58,0.023
1560,55.8042,15.8158,2013,1871,56,0
1561,55.8042,16.5143,2013,2704,56,0
1562,55.8043,16.5167,2013,2852,55,0
1563,55.8045,15.2853,2017,2871,55,0
1564,55.8047,17.682,2014,2759,57,0.044
1565,55.8047,17.6821,2013,2822,60,0.026
1566,55.806,15.2913,2014,2759,54,0.284
1567,55.8073,15.2943,2016,2685,55,0.007
1568,55.8075,15.84,2016,NA,56,0
1569,55.8075,15.8402,2017,2871,56,0.066
1570,55.8082,15.8457,2015,2797,56,0.016
1571,55.8082,17.6788,2017,2593,58,0.002
1572,55.8083,20.2783,2017,NA,54,0.772
1573,55.8088,15.8478,2014,NA,56,0.004
1574,55.8093,16.5355,2017,NA,56,0
1575,55.8145,12.7173,2015,1588,20,0
1576,55.8163,15.3965,2013,2778,51,0.008
1577,55.818,15.2585,2014,2778,51,0.204
1578,55.8182,12.7115,2014,NA,20,0.1
1579,55.819,12.7115,2013,2533,19,1
1580,55.819,12.7138,2012,2322,20,0
1581,55.82,12.7168,2015,NA,20,0
1582,55.821,16.4677,2017,2798,57,0.041
1583,55.8212,15.3177,2012,2556,54,0
1584,55.8213,15.2632,2016,2797,51,0
1585,55.8213,15.3207,2013,2704,55,0
1586,55.8217,12.709,2014,2446,20,0
1587,55.8217,15.3217,2016,2797,55,0.118
1588,55.8222,10.9378,2015,NA,22,0
1589,55.8225,15.323,2014,2815,55,0.004
1590,55.8228,15.3232,2013,2797,54,0
1591,55.8233,15.324,2015,2722,55,0.192
1592,55.8236,12.7115,2012,2543,20,0
1593,55.8243,10.7815,2012,2450,22,0
1594,55.825,20.05,2016,NA,64,0
1595,55.8258,15.3268,2012,2848,55,0.004
1596,55.8258,15.4328,2017,2834,51,0
1597,55.8259,15.4322,2016,NA,51,0
1598,55.8268,15.4363,2012,2741,50,0.002
1599,55.8282,16.4272,2017,2778,57,0.064
1600,55.8282,16.4287,2014,2815,56,0.008
1601,55.8292,15.5172,2013,3334,42,0
1602,55.8315,15.5275,2012,2630,41,0
1603,55.8343,15.9425,2017,2908,57,0.032
1604,55.8345,15.5498,2016,NA,35,0
1605,55.8348,15.2832,2017,2815,52,0
1606,55.835,15.2832,2015,2778,52,0.004
1607,55.8353,15.9457,2014,2797,56,0
1608,55.8355,15.946,2015,2785,57,0.387
1609,55.8375,15.2865,2012,2926,52,0.172
1610,55.8375,16.1855,2013,2852,56,0.146
1611,55.8393,16.166,2013,2111,57,0.026
1612,55.84,15.962,2012,1426,55,0.208
1613,55.8402,16.1515,2012,2741,56,0.06
1614,55.8402,16.1577,2017,2796,57,0
1615,55.8406,16.1542,2015,2709,57,0
1616,55.8418,16.1427,2014,2815,58,0.102
1617,55.8433,15.9745,2013,1908,57,0.002
1618,55.8447,15.5653,2017,2759,41,0.058
1619,55.8452,15.9818,2015,2759,57,0
1620,55.8458,15.9843,2012,2797,55,0.08
1621,55.8468,15.9869,2017,2846,58,0
1622,55.8469,17.6948,2012,2767,60,0
1623,55.8481,15.9911,2014,NA,57,0.214
1624,55.8517,18.7383,2015,NA,110,0
1625,55.8633,20.105,2017,NA,62,0.266
1626,55.8642,16.4819,2014,NA,53,0.152
1627,55.8647,16.4538,2017,1408,53,0.086
1628,55.8648,16.4725,2016,NA,52,0.142
1629,55.865,16.4503,2012,1759,52,0.014
1630,55.8653,16.4473,2013,1871,53,0.22
1631,55.8655,16.4337,2016,2759,53,0.016
1632,55.8657,16.433,2012,2797,51,0.104
1633,55.8657,16.4362,2014,2815,52,0.158
1634,55.866,16.436,2015,2761,53,0.322
1635,55.866,17.6679,2013,2845,62,0.5
1636,55.8662,17.6677,2014,2834,60,0.118
1637,55.8683,18.745,2016,1496,112,0
1638,55.8693,16.0225,2014,2797,54,0
1639,55.8695,16.0228,2016,2797,54,0
1640,55.8701,16.067,2016,NA,54,0
1641,55.8708,16.0655,2015,2778,54,0.004
1642,55.8708,16.0697,2017,2871,55,0.001
1643,55.8731,18.8104,2012,3630,115,0.868
1644,55.8767,18.755,2017,2416,112,0.0062
1645,55.8899,17.7276,2015,2806,63,0.076
1646,55.8912,17.7278,2017,2798,63,0
1647,55.8997,17.0582,2013,2778,47,0.96
1648,55.9067,15.5677,2016,2685,51,1.494
1649,55.9076,11.2496,2012,2363,14,0
1650,55.9077,11.2409,2014,NA,13,0
1651,55.9083,17.0128,2012,2741,46,0.144
1652,55.909,11.2543,2015,NA,14,0
1653,55.9098,15.5672,2012,2852,49,0.784
1654,55.9108,11.2457,2013,2368,14,0
1655,55.9117,17.7411,2017,NA,62,0.152
1656,55.9142,17.7425,2016,2778,62,0.002
1657,55.915,17.7438,2012,2797,60,0.08
1658,55.9177,18.6807,2016,2797,114,0.002
1659,55.9184,18.6356,2013,3106,117,0
1660,55.9187,18.6362,2016,2778,114,5.018
1661,55.919,18.6313,2017,2834,113,0
1662,55.92,18.65,2014,2778,112,0
1663,55.9205,20.6057,2017,NA,34,0.004
1664,55.921,11.2278,2014,2291,13,0
1665,55.9368,15.402,2017,2797,46,0.002
1666,55.9375,15.3627,2016,2797,46,0.282
1667,55.94,15.4022,2014,2778,46,0.02
1668,55.94,20.4066,2016,NA,37,0
1669,55.9415,12.6322,2013,1909,17,0
1670,55.9438,15.3355,2015,2778,46,0.078
1671,55.9455,17.7619,2017,2850,62,0
1672,55.9461,10.4879,2013,2765,22,0
1673,55.95,20.405,2017,NA,38,1.1
1674,55.95,20.425,2017,NA,38,0.96
1675,55.956,12.6918,2015,NA,26,0
1676,55.9575,12.6377,2014,NA,17,0.6
1677,55.9592,17.1425,2012,2759,45,0.08
1678,55.9618,12.645,2015,2016,17,30
1679,55.9634,12.6434,2012,2630,17,0
1680,55.9642,15.4033,2013,2834,46,0.004
1681,55.9647,12.6477,2013,2720,16,0
1682,55.9653,12.6483,2015,NA,18,0
1683,55.9662,12.6461,2012,2163,17,0
1684,55.9677,12.6495,2014,2396,19,0
1685,55.9699,11.0718,2013,2292,19,0
1686,55.9733,11.0493,2015,2257,19,0
1687,55.975,17.5867,2012,2611,57,0.17
1688,55.9772,17.5845,2013,2093,56,0.082
1689,55.981,10.917,2012,2583,19,0
1690,55.982,10.8931,2012,2270,19,0
1691,55.986,10.8751,2013,2387,19,0
1692,55.9936,10.6946,2015,2370,13,0
1693,55.995,20.5866,2016,NA,32,0
1694,56.0082,18.9008,2014,NA,-9,0
1695,56.0106,11.1299,2012,2585,20,0
1696,56.0208,18.9075,2015,2778,121,0.014
1697,56.025,19.435,2016,NA,62,0.03
1698,56.0298,11.3718,2012,2405,19,0
1699,56.0317,10.3802,2012,2593,16,0
1700,56.0323,11.3516,2015,2539,19,0.2
1701,56.0373,18.935,2016,2759,122,0
1702,56.0374,18.9349,2013,2746,126,0.01
1703,56.0379,10.9538,2013,2150,21,0
1704,56.0412,10.9333,2014,3015,20,0
1705,56.0465,10.9303,2015,NA,21,0
1706,56.0543,17.738,2014,2759,64,0.188
1707,56.057,17.7425,2015,2809,65,0.036
1708,56.0593,17.7454,2017,2759,65,0
1709,56.0712,17.3732,2016,2815,41,0.008
1710,56.0723,17.7622,2012,2797,63,0.16
1711,56.0728,17.3768,2014,2797,41,2.032
1712,56.0732,17.3782,2014,2741,41,3.693
1713,56.074,17.3802,2016,NA,41,0.002
1714,56.0743,17.3818,2013,2834,41,0.008
1715,56.0767,17.7698,2013,2759,64,0.09
1716,56.0807,17.7727,2014,2852,64,0.04
1717,56.0821,17.7757,2017,NA,64,0.012
1718,56.083,17.4072,2015,2778,42,0
1719,56.0852,17.4133,2012,2797,41,0.014
1720,56.0865,17.4173,2017,2889,41,0.052
1721,56.0899,17.8417,2016,NA,66,0.468
1722,56.09,20.5466,2015,2778,31,0
1723,56.09,20.5466,2016,NA,32,0
1724,56.0938,17.8277,2012,2487,67,0
1725,56.0963,10.4693,2012,2637,24,0
1726,56.0972,17.6372,2013,2834,55,0.13
1727,56.0978,17.6368,2013,2797,54,0
1728,56.0987,18.0822,2015,2778,56,0.228
1729,56.1021,17.807,2017,2837,66,0
1730,56.1042,17.788,2016,2778,67,1.405
1731,56.1055,18.1162,2012,2759,55,0
1732,56.1055,18.1185,2017,2815,56,0
1733,56.1072,18.127,2016,2797,56,0.034
1734,56.1145,18.0059,2014,NA,57,0.138
1735,56.1212,12.4682,2013,2554,26,0
1736,56.124,17.6533,2014,2834,56,0.209
1737,56.1291,12.4316,2015,2491,26,0
1738,56.1293,12.4298,2014,NA,26,0.1
1739,56.13,19.8883,2016,NA,59,0
1740,56.13,19.895,2015,NA,63,0
1741,56.13,19.9017,2017,NA,64,0
1742,56.1308,12.4317,2014,2485,26,0
1743,56.131,10.9106,2012,2459,19,0
1744,56.1317,19.89,2017,NA,59,0
1745,56.1317,19.905,2016,NA,59,0
1746,56.133,12.4208,2012,2600,27,0
1747,56.1337,17.7296,2012,2800,63,0.19
1748,56.1357,12.439,2015,NA,26,0
1749,56.1379,18.3173,2016,NA,77,0.034
1750,56.138,18.3175,2015,2815,77,0.174
1751,56.14,19.5817,2015,NA,64,0
1752,56.1433,19.59,2017,NA,65,0
1753,56.1442,17.6985,2013,2797,50,0
1754,56.1464,17.718,2016,NA,51,0
1755,56.1467,19.5917,2016,NA,65,0
1756,56.1474,12.4413,2012,2581,25,0
1757,56.1487,17.7392,2013,2741,51,0.01
1758,56.1492,17.7437,2014,2834,52,0
1759,56.1492,17.7463,2017,2815,52,0
1760,56.1497,17.7503,2012,2741,50,0
1761,56.1498,17.7484,2015,2882,53,0.018
1762,56.1525,18.3285,2017,NA,77,2.186
1763,56.1587,18.3333,2014,NA,78,0.04
1764,56.159,11.0468,2014,NA,31,0
1765,56.16,18.3333,2016,2778,77,0
1766,56.1637,18.337,2012,2759,74,0.13
1767,56.18,19.4333,2016,NA,103,0.0034
1768,56.18,19.9183,2016,NA,61,0
1769,56.1817,19.4317,2017,NA,103,0
1770,56.1823,18.3463,2015,2815,69,0.036
1771,56.1833,19.92,2017,NA,61,0
1772,56.1847,18.3515,2013,3150,75,0
1773,56.185,19.445,2016,NA,102,0
1774,56.1862,18.349,2017,1982,69,0.028
1775,56.1935,11.9097,2014,2485,25,0
1776,56.1938,18.3542,2016,2000,69,0.001
1777,56.1948,11.9077,2014,NA,25,0
1778,56.1978,10.9868,2012,2576,21,0
1779,56.1981,11.8955,2013,2053,22,0
1780,56.2027,11.2887,2013,2153,20,0
1781,56.208,11.8985,2015,NA,25,0
1782,56.2083,10.9636,2013,2643,19,0
1783,56.2091,12.2916,2015,2335,24,0.4
1784,56.21,11.955,2012,2359,26,0
1785,56.215,10.8921,2015,2452,20,0
1786,56.2157,12.3185,2013,2328,24,0.2
1787,56.2158,11.585,2012,2489,22,0
1788,56.2161,10.8935,2014,NA,19,0
1789,56.2177,11.066,2012,2405,23,0
1790,56.2181,17.9357,2012,2756,55,0.09
1791,56.219,11.042,2014,2253,24,0
1792,56.2193,11.9743,2013,2268,28,0
1793,56.2207,19.495,2017,NA,102,0.008
1794,56.2283,11.9783,2015,2593,28,0
1795,56.2338,18.4463,2017,1445,71,0
1796,56.2353,11.0523,2013,2539,25,0
1797,56.237,17.8593,2015,2778,46,0
1798,56.238,17.8612,2014,2778,46,0
1799,56.239,18.4545,2016,2797,71,0.05
1800,56.2398,17.8638,2016,2797,45,0.12
1801,56.2402,17.8642,2013,2759,44,0.02
1802,56.243,12.1166,2012,2048,25,0
1803,56.2472,12.3017,2015,NA,25,0
1804,56.2525,17.9148,2016,NA,48,0
1805,56.2543,18.4818,2012,2722,71,0.026
1806,56.2564,19.539,2017,NA,99,0.002
1807,56.2565,17.8863,2013,2815,45,0
1808,56.2583,17.8888,2017,2834,45,0
1809,56.2623,17.8903,2012,2704,43,0.46
1810,56.2667,19.665,2017,NA,73,0
1811,56.27,12.0172,2014,2381,28,0
1812,56.2718,12.0128,2014,NA,27,0
