,HaulLat,HaulLong,Year,Distance,BottomDepth,Plastic_Weight
610,54.8448,15.6535,2013,2815,79,0
611,54.846,15.6608,2015,NA,78,0
612,54.8468,15.6566,2012,3584,77,0
613,54.8469,15.7413,2013,2722,77,0
614,54.847,15.2638,2015,2643,69,0
615,54.8497,15.45,2012,2815,72,0
616,54.8499,15.7353,2017,2846,78,0
617,54.855,15.4456,2013,2867,73,0
618,54.855,17.5233,2015,2805,24,9.00E-04
619,54.855,17.5233,2017,2697,24,6.00E-04
620,54.855,17.525,2016,2595,24,0
621,54.855,17.5267,2017,3051,23,0.0562
622,54.855,17.5283,2016,2914,24,0.035
623,54.856,15.7056,2013,2904,77,0
624,54.8563,14.7875,2015,2974,41,0
625,54.8564,13.8933,2016,3144,44,0
626,54.8567,18.5933,2016,3231,31,0.098
627,54.8569,13.8783,2016,2772,45,0
628,54.8573,13.8782,2015,2845,46,0
629,54.8583,18.675,2016,2686,59,0.1485
630,54.8593,15.2705,2013,2837,72,0.044
631,54.8603,15.8509,2017,NA,75,0
632,54.8605,14.7917,2012,2886,41,0
633,54.861,15.2743,2016,2754,69,0.054
634,54.8613,13.8582,2014,2769,44,0
635,54.8617,15.2741,2015,NA,68,0
636,54.8617,16.085,2017,2874,50,0.4407
637,54.8627,14.9905,2014,2704,57,0
638,54.8632,15.2744,2017,2884,73,0
639,54.865,18.675,2016,2911,67,0.0066
640,54.8661,15.2767,2017,NA,72,0
641,54.8665,14.9927,2017,2803,56,0
642,54.8668,13.5662,2016,2636,47,0
643,54.867,15.0245,2016,2811,57,0.56
644,54.8675,13.8103,2013,2813,44,0
645,54.8676,15.0257,2016,3109,56,0
646,54.8676,16.0825,2012,2708,52,0
647,54.8683,18.5767,2016,2448,30,0.002
648,54.8688,15.052,2012,2782,58,0
649,54.87,16.6333,2017,2786,19,4.00E-04
650,54.8736,13.1992,2017,2846,46,0
651,54.8741,14.9653,2017,2842,51,0.002
652,54.8746,15.8612,2012,2985,73,0
653,54.875,13.359,2015,2997,47,0.062
654,54.875,16.66,2016,2942,20,0
655,54.8768,13.2275,2016,2760,45,0
656,54.877,13.2165,2017,2767,45,0
657,54.8777,13.2398,2015,2695,46,0.054
658,54.8777,13.266,2014,2773,45,0
659,54.8777,14.9668,2016,NA,51,0.006
660,54.878,13.2125,2014,2763,45,0
661,54.878,13.2647,2013,2828,46,0
662,54.8783,13.301,2016,2817,46,0
663,54.8783,16.6983,2016,2676,20,0.017
664,54.8785,13.277,2013,2870,45,0
665,54.8792,12.589,2016,2990,19,0
666,54.88,16.69,2015,3106,20,0.038
667,54.88,16.6933,2017,2878,20,0.0146
668,54.8817,12.6123,2015,2839,19,0
669,54.8818,14.9657,2014,2780,50,0
670,54.8823,12.6065,2015,2878,19,0
671,54.8823,12.6068,2014,2750,19,0.022
672,54.8824,12.6105,2016,2816,19,0
673,54.8824,12.6165,2017,3014,19,0.007
674,54.8828,12.614,2013,2847,19,1.034
675,54.8828,13.4092,2013,2876,46,0
676,54.8833,18.9,2016,0,97,0.4591
677,54.8833,18.9033,2016,0,99,0
678,54.8837,13.4038,2015,2795,48,0
679,54.8838,13.409,2014,2791,46,0
680,54.8845,12.6228,2013,2805,19,0
681,54.8847,12.6193,2017,2780,19,0.092
682,54.885,18.6417,2017,2809,48,0.033
683,54.8853,14.0728,2014,2761,42,0
684,54.8856,15.1257,2014,NA,60,0.038
685,54.8858,15.1315,2013,2728,62,0
686,54.8868,15.1363,2013,2708,60,0
687,54.8873,15.2921,2016,NA,72,0
688,54.8877,12.6378,2012,2833,19,0.071
689,54.888,12.6378,2014,2816,19,0
690,54.8883,18.905,2017,2520,98,0.0114
691,54.8885,13.4268,2016,2825,46,0
692,54.8885,13.8373,2012,2857,46,0
693,54.89,13.8377,2017,2750,46,0
694,54.89,18.6817,2017,2517,77,0.1222
695,54.8901,15.1575,2012,2859,60,0.14
696,54.8907,13.4333,2013,2548,46,0
697,54.8922,15.1667,2016,NA,60,0
698,54.8923,14.9655,2012,2533,47,0
699,54.8932,13.4367,2015,2844,47,19.001
700,54.895,18.62,2016,3384,47,0.445
701,54.895,18.625,2016,2809,46,0.404
702,54.8952,12.8527,2017,2781,31,0
703,54.8958,13.4465,2017,2900,47,0
704,54.8963,14.0922,2012,2881,43,0
705,54.8967,18.2233,2017,2785,23,0
706,54.8967,19.0517,2016,0,103,0
707,54.8973,14.0945,2014,2804,43,0
708,54.898,12.8607,2014,2772,32,0
709,54.898,13.5517,2017,2947,47,0
710,54.8992,14.1007,2015,2798,43,0
711,54.9,14.9655,2013,2762,48,0
712,54.9,15.8667,2016,1334,75,0
713,54.9,18.2017,2016,2784,24,0
714,54.9003,14.1002,2015,2888,45,0
715,54.9017,18.2317,2017,3047,23,6.00E-04
716,54.9026,14.1047,2017,2687,42,0.001
717,54.9027,14.1138,2013,2902,43,0
718,54.9033,18.225,2015,2802,24,0
719,54.9038,14.9668,2015,2928,51,0
720,54.905,16.0733,2017,2797,63,0.2094
721,54.9051,13.2825,2016,2973,46,0
722,54.9052,12.9108,2013,2729,34,0
723,54.9057,12.994,2015,3015,43,0.05
724,54.9058,12.9937,2013,2804,41,0
725,54.9073,12.9262,2014,2748,34,0
726,54.9073,13.288,2017,2735,46,0
727,54.9082,12.9982,2016,2758,42,0
728,54.9085,13.3005,2015,2726,46,0
729,54.9091,14.1127,2016,2903,41,0
730,54.9103,14.1147,2013,2846,42,0
731,54.9117,18.605,2016,2477,46,1.067
732,54.9133,18.605,2017,2467,47,0.2576
733,54.9167,16.185,2016,2667,49,0.008
734,54.9191,16.2041,2015,2761,46,0
735,54.92,18.6483,2016,2993,74,0.058
736,54.9233,19.055,2016,0,102,0
737,54.9243,13.6787,2016,2747,48,0.016
738,54.9295,13.6777,2013,2839,48,0
739,54.9297,15.6928,2017,2845,80,0
740,54.9302,15.6904,2016,NA,79,0.006
741,54.9322,10.133,2013,2322,32,0
742,54.9348,16.2373,2013,2834,46,0
743,54.935,16.2183,2016,2728,49,0.302
744,54.935,18.5733,2017,2602,48,0.0305
745,54.9363,15.664,2015,2824,82,0
746,54.9365,16.2399,2015,NA,46,0.012
747,54.9372,15.6585,2013,2867,79,0.188
748,54.9379,13.1425,2017,2863,44,0
749,54.9383,16.2217,2017,2732,50,0.1858
750,54.9401,15.65,2014,NA,79,0.014
751,54.9438,13.6733,2014,2737,47,0.022
752,54.9486,10.1365,2015,2298,33,0
753,54.9487,10.1345,2015,NA,34,0
754,54.951,13.673,2017,2816,48,0
755,54.9528,10.1283,2012,2628,33,0
756,54.9533,17.3917,2017,2467,26,0.1516
757,54.9533,17.405,2015,2697,26,0
758,54.954,13.685,2017,2801,48,0
759,54.955,17.3983,2016,2889,26,0.008
760,54.956,10.1197,2014,NA,32,0
761,54.9567,17.4033,2017,2978,26,0.0796
762,54.9567,17.4133,2016,2908,27,0.062
763,54.9628,13.5768,2014,2721,47,0
764,54.9638,13.5617,2012,2791,48,0
765,54.9639,15.5745,2012,3178,78,0
766,54.9642,15.561,2015,NA,78,0
767,54.9673,12.7095,2015,3097,25,0
768,54.9698,10.1147,2012,2598,33,0
769,54.9703,12.7013,2017,3011,24,0.084
770,54.9717,18.785,2015,2777,95,0.0018
771,54.9783,18.545,2016,2794,71,0.122
772,54.9783,18.7767,2017,2694,95,0
773,54.9793,13.8627,2015,2946,49,0.03
774,54.9793,13.882,2015,2831,48,0
775,54.9874,13.3307,2016,3099,45,0
776,54.991,13.3427,2014,2834,46,0
777,54.9926,13.8743,2017,2839,48,0
778,54.9933,18.4917,2016,2375,61,0.0062
779,54.9938,13.6823,2015,2757,48,0
780,54.9953,14.2455,2014,2717,44,0.013
781,54.9967,17.45,2017,2562,32,0.1492
782,54.9967,18.4717,2016,2602,61,0.117
783,54.9972,14.248,2012,2787,47,0
784,54.9974,13.5507,2017,2688,47,0
785,54.9977,13.5728,2015,2796,47,0
786,54.9978,13.5833,2016,2805,47,0
787,54.9982,14.2512,2014,2795,46,0
788,54.999,14.2518,2017,2950,46,0
789,54.9992,14.252,2013,2955,46,0.06
790,55.0002,13.6715,2015,3030,49,0
791,55.0008,13.5307,2017,2676,47,0
792,55.0009,14.184,2016,2809,47,0
793,55.0013,10.046,2013,2285,32,0
794,55.0017,16.2733,2016,2599,58,0.627
795,55.0021,13.6607,2016,3202,42,0
796,55.0027,13.3908,2015,3225,47,0
797,55.0028,14.257,2015,2959,47,0.402
798,55.0053,13.6633,2014,2836,47,0
799,55.0065,18.7422,2016,2826,93,0.01
800,55.0067,16.2917,2017,2739,56,0.7981
801,55.007,14.2613,2017,2777,45,0
802,55.0088,13.6545,2012,2813,48,0
803,55.0104,13.3043,2017,2762,45,0
804,55.0123,13.3092,2014,2747,44,0.003
805,55.0125,13.3102,2014,2821,45,0
806,55.0131,15.3342,2012,2906,76,0
807,55.0181,16.3192,2013,2759,56,0
808,55.0217,16.3217,2017,2627,57,0.4289
809,55.0221,15.3163,2014,NA,77,0.05
810,55.0229,16.3289,2013,2711,56,0
811,55.0246,16.3316,2012,2887,56,0
812,55.025,16.3283,2016,2746,56,0
813,55.026,13.3417,2016,2793,45,0
814,55.0265,13.3432,2012,2820,46,0
815,55.0266,16.3377,2015,NA,56,0.082
816,55.0272,13.3445,2013,2809,45,0.004
817,55.03,16.185,2017,2671,72,0.0194
818,55.0312,15.6572,2013,2845,81,0
819,55.032,10.9298,2015,1985,8,0
820,55.0324,15.2912,2015,2809,77,8
821,55.034,15.2878,2016,2785,77,0
822,55.0369,15.2376,2013,2806,53,0
823,55.0396,15.6784,2012,2822,80,0
824,55.0398,10.932,2012,1601,9,0
825,55.04,16.3567,2016,2792,57,0.408
826,55.04,16.3617,2017,2679,56,0.3884
827,55.04,18.335,2017,2583,60,0.0119
828,55.0404,15.6775,2012,2161,84,0
829,55.0413,11.1193,2012,2430,13,0
830,55.0422,13.5118,2016,3027,45,0.008
831,55.0427,11.0302,2014,NA,38,0
832,55.0429,13.4588,2017,2750,45,0
833,55.043,10.119,2015,NA,13,0
834,55.0433,18.2867,2017,2685,62,0.0484
835,55.0443,14.2342,2015,2828,48,0
836,55.0445,16.2742,2016,2750,69,0.6
837,55.0449,16.2762,2013,2620,68,0.042
838,55.0459,13.4127,2017,2698,45,0
839,55.0461,16.426,2015,2746,54,0.022
840,55.0478,15.6973,2014,NA,88,0.18
841,55.0483,18.2883,2015,2761,60,0.0113
842,55.0488,13.6313,2015,3129,48,0
843,55.0493,14.2718,2016,2758,47,0
844,55.0493,15.7014,2015,2819,89,0
845,55.0494,13.635,2017,2770,47,0
846,55.0495,15.7021,2017,2811,88,0.07
847,55.0496,14.2655,2016,3149,47,0
848,55.0497,13.6187,2014,2813,46,0
849,55.0497,13.6255,2013,2839,46,0.092
850,55.0498,16.4262,2014,NA,54,0.312
851,55.0499,13.641,2016,2786,45,0
852,55.0502,13.66,2015,2727,47,0
853,55.0502,13.6647,2016,3079,46,0
854,55.0518,13.6825,2013,2748,47,0
855,55.0529,11.034,2014,702,34,0
856,55.0532,11.0879,2014,NA,12,0
857,55.0533,11.0937,2012,1979,13,0
858,55.056,11.0858,2015,2407,13,0.6
859,55.0565,15.1959,2017,NA,54,0
860,55.0565,15.7349,2017,NA,87,0
861,55.0567,11.0311,2013,945,35,0
862,55.0569,15.7349,2013,2719,90,0
863,55.0574,15.1937,2015,NA,53,0.012
864,55.0575,15.7396,2016,NA,87,0
865,55.0582,15.7421,2016,2796,89,0
866,55.0633,15.5496,2016,NA,74,0
867,55.0639,15.5868,2015,2887,73,0
868,55.065,16.3917,2017,2518,58,2.118
869,55.066,13.3035,2013,2855,44,0
870,55.066,13.3485,2016,2902,44,0
871,55.066,13.3637,2017,2814,44,0
872,55.0665,13.3577,2015,2694,44,0
873,55.0665,15.583,2017,2811,74,0
874,55.067,13.3175,2015,2985,45,0.109
875,55.067,13.3778,2013,3343,44,0
876,55.0682,15.3446,2012,2758,74,0
877,55.0697,16.426,2013,2732,52,0.02
878,55.0705,16.4267,2015,NA,53,0.292
879,55.0718,16.427,2013,2756,54,0.096
880,55.0725,13.6872,2012,2859,47,0
881,55.0735,13.6872,2016,3119,46,0
882,55.0738,13.6905,2017,2738,46,0
883,55.0742,10.8087,2012,2428,12,0
884,55.0774,16.1832,2013,2811,77,0
885,55.0774,16.1853,2012,2978,76,0
886,55.0775,10.8102,2013,2379,13,0
887,55.0776,16.1855,2015,2759,78,0.01
888,55.0777,13.0127,2013,2784,22,0
889,55.0784,14.1602,2017,2760,48,0
890,55.0787,13.7312,2016,2685,46,0
891,55.079,13.7352,2014,2758,46,0.128
892,55.079,13.7415,2013,2817,47,0.025
893,55.0793,13.7438,2015,3113,48,0
894,55.0802,13.7503,2015,2986,47,0
895,55.0803,13.0062,2013,2634,21,0
896,55.0812,15.6425,2013,2758,80,0
897,55.0812,15.643,2016,2813,78,0.134
898,55.0817,15.6386,2015,NA,77,0.001
899,55.0823,12.7418,2015,2753,31,0
900,55.0837,9.9857,2015,NA,27,0
901,55.0851,14.3077,2017,2676,46,0
902,55.0859,15.3644,2013,2815,77,0
903,55.0865,14.1493,2012,2680,49,0
904,55.0882,12.8395,2017,2751,31,0
905,55.0896,14.3132,2017,3188,47,0
906,55.09,12.7945,2015,2724,31,0
907,55.09,12.8218,2016,2778,31,0.024
908,55.0901,12.7905,2017,2793,21,0.033
909,55.0903,12.8295,2014,2843,31,0
910,55.0924,13.8208,2017,3056,47,0
911,55.0925,14.5507,2013,2776,43,0
912,55.0933,14.5468,2014,2749,44,0
913,55.0933,14.5472,2013,2771,38,0.036
914,55.0934,15.3734,2017,2795,74,0
915,55.0935,14.1785,2013,2893,47,0
916,55.0938,14.5473,2017,2972,44,0
917,55.0957,9.98,2014,NA,26,0
918,55.0973,15.547,2012,3414,73,0.078
919,55.0976,10.8138,2015,2430,12,0
920,55.098,10.8135,2014,2428,11,0
921,55.0983,10.8182,2015,NA,12,0
922,55.0985,13.8372,2014,2725,46,0.003
923,55.1001,16.4278,2012,2846,54,0
924,55.1006,13.8438,2016,3000,46,0
925,55.1007,16.3817,2014,NA,62,0
926,55.1012,13.8452,2013,2786,46,0.202
927,55.1013,9.9862,2012,2450,27,0
928,55.1013,14.5217,2015,2936,42,0
929,55.1015,15.266,2016,NA,67,0.01
930,55.1019,14.5207,2016,2678,41,0
931,55.1022,9.9855,2012,2544,27,0
932,55.1025,14.516,2014,2819,42,0
933,55.1037,14.5118,2016,2775,42,0
934,55.1062,15.2697,2017,NA,66,0
935,55.1069,16.383,2013,2856,63,0
936,55.1078,14.556,2015,2651,43,0.012
937,55.109,16.3835,2015,NA,62,0.002
938,55.1118,13.8742,2013,3037,46,0
939,55.115,19.0567,2017,1391,94,0.0472
940,55.115,19.1017,2016,0,94,0
941,55.1157,16.3868,2013,2719,62,0
942,55.116,11.3168,2012,2543,24,0
943,55.116,11.3188,2015,NA,28,0
944,55.1191,11.312,2014,2150,30,0
945,55.1206,9.7312,2015,NA,27,0
946,55.1275,15.2871,2012,2824,67,0
947,55.1308,14.2762,2017,2787,47,0
948,55.1313,11.2941,2015,2439,23,0
949,55.1321,11.2944,2013,2300,23,0
950,55.133,11.2901,2014,NA,24,0
951,55.1333,11.2892,2013,2281,18,0
952,55.1333,16.0408,2013,2706,88,0
953,55.1333,18.665,2016,2453,90,0.02
954,55.1333,18.725,2017,2398,93,0.0016
955,55.134,18.7418,2016,2795,94,0
956,55.1342,11.2932,2012,2304,27,0
957,55.1356,16.0789,2012,2850,90,0
958,55.1359,16.0579,2012,2863,87,0
959,55.1374,16.0236,2015,2850,95,0
960,55.1376,16.0302,2017,NA,93,0
961,55.1378,16.0346,2014,NA,87,0
962,55.1381,16.0483,2015,2750,93,0
963,55.1401,13.6732,2017,2806,45,0.128
964,55.145,18.6933,2017,1405,93,0
965,55.1467,16.0173,2013,2748,87,0
966,55.1489,13.8502,2017,2818,46,0.002
967,55.149,16.3862,2012,2761,56,0.072
968,55.149,16.3862,2012,2761,61,0.026
969,55.1498,13.9302,2015,2827,46,0
970,55.1498,13.9648,2015,3135,46,0
971,55.15,14.1215,2016,2773,46,0
972,55.1508,14.1122,2014,2711,45,0
973,55.1509,13.9413,2016,2991,45,0
974,55.1511,14.0942,2016,3038,45,0
975,55.1548,9.8581,2015,NA,21,0
976,55.1574,9.5928,2015,NA,21,0
977,55.1637,14.2737,2015,2945,48,0
978,55.1648,16.149,2017,2845,86,0
979,55.1669,13.3718,2016,2624,42,0
980,55.171,14.2798,2015,2676,47,0
981,55.1713,14.284,2013,2781,46,0
982,55.1745,16.0366,2016,NA,88,0.028
983,55.175,18.7009,2016,2806,90,0
984,55.1755,14.2865,2012,2700,48,0
985,55.1757,14.2855,2014,2792,47,0
986,55.1817,18.9867,2017,1390,89,0.0136
987,55.1833,18.705,2015,2396,91,0
988,55.1833,19.0017,2016,2789,88,0
989,55.184,14.2968,2014,2745,46,0.008
990,55.1841,11.0413,2013,984,33,0
991,55.1883,11.0547,2014,1681,37,0
992,55.1883,18.6933,2017,2665,89,0.0324
993,55.1908,11.0523,2015,1809,34,0
994,55.1932,11.0557,2014,NA,33,0
995,55.1945,13.3742,2015,2780,43,0
996,55.1957,11.0642,2012,2014,34,0
997,55.1963,14.3097,2016,2717,47,0
998,55.1967,13.3732,2013,2855,41,0.005
999,55.1988,14.3162,2013,2787,46,0
1000,55.1994,13.3715,2017,2823,43,0
1001,55.201,13.3793,2016,2971,43,0
1002,55.2017,13.3843,2014,2758,42,0.02
1003,55.2023,13.3855,2016,2698,43,0
1004,55.2025,13.3875,2014,2850,43,0.056
1005,55.2027,13.388,2013,2748,43,0
1006,55.2077,13.1655,2015,2993,41,0.45
1007,55.2078,13.2083,2014,2834,40,0.348
1008,55.208,13.172,2012,2845,40,0
1009,55.208,13.1777,2013,2760,40,0
1010,55.2081,13.174,2016,2747,40,0.012
1011,55.2082,13.1753,2014,2823,39,0.142
1012,55.2082,13.2048,2015,2748,40,0
1013,55.2083,13.178,2013,2707,40,0
1014,55.2087,13.1733,2016,2941,40,0
1015,55.2087,13.4363,2017,2905,44,0
1016,55.2088,13.2127,2017,2853,40,0.062
1017,55.2111,15.9865,2016,2787,90,0.54
1018,55.22,10.8392,2012,2567,19,0
1019,55.2236,10.9822,2013,1408,18,0
1020,55.2248,11.0175,2015,NA,19,0
1021,55.229,10.9583,2014,2346,17,5.7
1022,55.2341,15.9577,2013,2737,91,0
1023,55.2347,15.9585,2013,2769,90,0
1024,55.235,17.3017,2016,2571,90,0.0145
1025,55.2363,17.2825,2016,2793,91,0.254
1026,55.2367,17.26,2017,2761,90,0.0012
1027,55.2368,17.2983,2012,2789,91,0.114
1028,55.2382,11.0056,2013,1494,19,0
1029,55.2383,15.9613,2012,3065,90,0
1030,55.2393,15.9623,2014,NA,90,0
1031,55.2404,17.3188,2012,2767,91,0
1032,55.2406,17.3253,2014,NA,91,0.004
1033,55.2409,17.3244,2013,2639,94,0.008
1034,55.2452,10.844,2015,NA,19,0
1035,55.2473,10.9902,2014,NA,19,0
1036,55.2478,13.7102,2014,2704,41,0
1037,55.2493,13.7097,2012,2920,42,0
1038,55.2506,13.7132,2016,2954,41,0.002
1039,55.2508,13.714,2013,2788,42,0
1040,55.2515,13.7143,2016,2817,41,0.001
1041,55.2532,13.7165,2015,2907,43,0
1042,55.2566,15.9749,2012,2989,89,0.042
1043,55.2579,17.4591,2012,2815,90,0
1044,55.258,17.4583,2014,NA,91,0.006
1045,55.2582,17.4538,2013,2867,93,0
1046,55.2582,17.4756,2012,2761,89,0
1047,55.2587,17.4241,2015,NA,90,0.004
1048,55.2589,17.4277,2016,2796,90,0
1049,55.259,15.977,2017,2813,91,0.002
1050,55.2591,15.977,2015,2754,94,0
1051,55.2594,15.9772,2017,NA,92,0
1052,55.26,17.4083,2017,2748,87,0.0706
1053,55.2612,13.9485,2013,2747,38,9.35
1054,55.2617,17.3983,2016,2670,87,0.03
1055,55.2617,19.0933,2017,1118,82,0
1056,55.265,17.435,2017,2957,89,0.0284
1057,55.2663,13.9138,2014,2663,38,0.034
1058,55.2668,13.7352,2013,2798,41,0
1059,55.2668,16.8779,2013,2700,75,0
1060,55.2678,13.8927,2014,2773,39,0
1061,55.2683,13.8883,2013,2918,40,0.114
1062,55.2684,16.0622,2015,2765,91,0
1063,55.2686,16.0632,2017,NA,90,0
1064,55.2688,14.081,2012,2835,35,0.606
1065,55.2688,16.0658,2014,NA,88,0
1066,55.2691,16.0524,2012,2993,87,0
1067,55.2705,13.7393,2014,2791,41,0
1068,55.2705,14.0447,2013,2749,32,0
1069,55.2707,13.7398,2012,2937,43,0
1070,55.2707,14.0405,2014,2763,32,0
1071,55.2732,10.9923,2014,NA,21,0
1072,55.2732,16.016,2013,2604,89,0
1073,55.2735,16.0162,2013,2680,88,0.156
1074,55.2737,13.7453,2015,3012,42,0.05
1075,55.2738,14.3265,2012,2941,48,0.112
1076,55.2745,13.7478,2017,2921,42,0
1077,55.2767,19.0817,2015,1078,83,0
1078,55.2797,16.9243,2012,2837,75,0
1079,55.2815,16.932,2012,2917,74,0
1080,55.2819,10.9923,2014,1714,21,0
1081,55.2823,10.9904,2013,1395,20,0
1082,55.2833,15.2413,2016,2722,53,0
1083,55.2866,10.9893,2015,3147,22,0
1084,55.2867,16.7833,2016,2813,75,0
1085,55.2905,15.0708,2012,2950,72,0
1086,55.293,15.0709,2017,2846,73,0.104
1087,55.2963,15.0668,2015,2780,75,0.004
1088,55.2967,18.2917,2017,2833,74,0
1089,55.2969,16.2919,2013,2880,72,0.64
1090,55.297,13.8605,2016,3113,37,0.136
1091,55.2998,13.8553,2012,2791,37,0
1092,55.3011,15.0619,2017,NA,78,0
1093,55.3024,16.1554,2012,3313,85,0
1094,55.3037,16.024,2017,NA,89,0
1095,55.3052,15.0581,2013,2735,72,0
1096,55.3082,15.3254,2013,3195,94,0
1097,55.3095,15.3304,2015,2800,91,0.002
1098,55.31,16.8117,2017,2860,72,0.0206
1099,55.3104,16.0396,2012,2967,88,0.006
1100,55.3114,16.1757,2016,2804,84,0.03
1101,55.3115,16.1756,2015,2815,84,0
1102,55.3117,17.3183,2016,2750,76,0.05
1103,55.3122,16.1774,2017,NA,83,0
1104,55.3133,17.2833,2017,1984,74,0
1105,55.3141,15.0479,2016,NA,73,0.016
1106,55.3149,14.9379,2015,NA,72,0.028
1107,55.3149,14.9393,2013,2620,72,0.038
1108,55.3153,14.942,2013,2917,75,0
1109,55.3156,14.9746,2016,2752,74,0.014
1110,55.3163,15.0469,2013,2850,73,0
1111,55.3171,14.9819,2013,3026,73,0
1112,55.3178,16.0463,2017,2861,88,0.052
1113,55.3188,15.3539,2013,3404,94,0
1114,55.3195,17.2725,2012,2745,73,0
1115,55.3196,16.049,2016,2796,90,0.728
1116,55.3197,17.2505,2016,2782,74,0
1117,55.32,17.2436,2015,2787,74,0
1118,55.3202,17.2426,2014,NA,74,0
1119,55.3211,14.9956,2012,2830,71,0
1120,55.3212,15.3509,2013,2454,91,1.9
1121,55.3216,15.357,2014,NA,92,0
1122,55.3217,16.0527,2015,2834,90,0
1123,55.3223,15.3561,2015,2737,92,0.26
1124,55.3233,18.13,2017,1397,78,0
1125,55.3244,17.3792,2016,2826,78,0.0321
1126,55.325,17.3733,2013,2480,81,0.004
1127,55.3257,15.3329,2012,2654,92,0.008
1128,55.326,15.3578,2016,2474,92,0.034
1129,55.3263,15.3575,2017,2809,92,0
1130,55.3283,17.34,2017,1682,75,0
1131,55.3292,15.3591,2017,NA,94,0
1132,55.33,17.3567,2017,2750,74,0.0146
1133,55.3309,15.0426,2012,2811,70,0
1134,55.3341,17.3909,2012,2924,77,0
1135,55.3367,16.92,2017,2533,68,0.123
1136,55.3369,17.4247,2015,2763,79,0
1137,55.3376,17.4254,2012,2730,78,0
1138,55.3381,15.365,2012,2900,90,0
1139,55.3386,16.2958,2012,2915,71,0
1140,55.3459,18.5844,2016,2995,82,0.01
1141,55.3461,16.2969,2013,2898,73,0
1142,55.3463,17.1442,2014,NA,69,0
1143,55.3463,17.1476,2012,2719,68,0
1144,55.3465,17.1065,2015,2730,69,0
1145,55.3472,16.3148,2014,NA,72,0.018
1146,55.3481,18.3838,2016,2806,81,0
1147,55.3483,17.2117,2017,1694,69,0.508
1148,55.3483,17.235,2017,2963,69,0
1149,55.3499,17.4568,2012,2793,79,0.008
1150,55.35,17.445,2017,0,77,0
1151,55.3509,18.1003,2016,2782,81,0
1152,55.3517,16.8967,2016,2537,67,0
1153,55.3555,16.9601,2013,2798,66,0
1154,55.356,15.0824,2017,NA,73,0
1155,55.3593,16.3182,2016,NA,71,0
1156,55.3633,10.8893,2012,2641,20,0
1157,55.3633,17.2,2016,2752,65,0
1158,55.3718,18.1004,2012,2795,81,0
1159,55.3732,15.2614,2013,2776,89,0.004
1160,55.3744,15.263,2015,2767,90,0.08
1161,55.375,18.8283,2017,2858,89,0
1162,55.3753,16.3195,2015,2828,71,0.27
1163,55.3755,9.7438,2015,2215,16,0
1164,55.376,15.2632,2016,3577,89,0.006
1165,55.3767,15.2649,2017,2828,90,0.009
1166,55.377,16.3198,2016,2798,71,0
1167,55.381,14.4612,2017,NA,54,0.101
1168,55.3824,15.2733,2016,1260,89,0
1169,55.3832,17.1683,2012,2863,60,0.502
1170,55.3833,17.8017,2016,1388,76,0
1171,55.3837,18.4334,2014,NA,85,0.006
1172,55.3838,17.1605,2013,13745,72,0.044
1173,55.3843,17.1538,2014,NA,61,0
1174,55.3851,15.2728,2012,2726,91,0.032
1175,55.386,10.8685,2015,NA,19,0
1176,55.3875,17.1214,2013,2719,61,0.082
1177,55.3891,10.8315,2013,2270,23,0
1178,55.3913,15.2897,2017,NA,88,0
1179,55.3917,15.4755,2013,2821,95,0
1180,55.3929,15.2931,2013,3030,92,0
1181,55.3935,10.8455,2014,NA,20,0
1182,55.3948,9.7396,2013,2583,15,0
1183,55.3965,15.2972,2014,NA,90,0
1184,55.3966,18.424,2016,2865,85,0.174
1185,55.3967,17.41,2017,2601,61,0.0012
1186,55.3967,17.5817,2017,1884,73,0
1187,55.3972,15.4648,2012,3004,93,0.001
1188,55.3983,17.5633,2017,1696,69,0
1189,55.3985,15.3032,2012,2802,89,0
1190,55.4006,17.5713,2014,NA,72,0.106
1191,55.4024,16.8981,2016,2832,58,0.652
1192,55.403,16.8961,2015,2787,58,0.106
1193,55.4034,16.8958,2014,NA,58,0.096
1194,55.4035,16.8905,2013,2889,57,0.002
1195,55.4045,17.4238,2012,2859,59,0.23
1196,55.405,17.583,2012,2917,70,0
1197,55.4063,18.9259,2014,NA,92,0.172
1198,55.407,18.9249,2012,2869,92,0
1199,55.4076,10.8685,2014,2370,19,0
1200,55.4083,18.4267,2017,2515,85,0.0482
1201,55.4117,17.795,2017,2999,74,0
1202,55.4133,17.7983,2017,2886,73,0.1692
1203,55.415,16.7867,2017,1678,54,0.081
1204,55.415,18.9483,2015,NA,91,0
1205,55.4183,16.8082,2013,2746,56,1.112
1206,55.4193,16.815,2012,2804,54,0.044
1207,55.4233,16.8133,2017,3031,54,0
1208,55.4233,18.475,2017,2943,85,0
1209,55.4309,15.1743,2013,3197,85,0
1210,55.4318,18.5927,2016,2826,84,0
1211,55.4327,15.9188,2013,2665,87,0
1212,55.4334,15.977,2012,3102,85,0.206
1213,55.4346,15.9651,2013,2967,88,0
1214,55.4353,15.1583,2012,3260,83,0.066
1215,55.4364,18.9229,2016,2782,90,0
1216,55.4365,10.7837,2014,NA,16,0
1217,55.4391,10.7976,2015,2531,16,0
1218,55.4443,10.7865,2015,NA,15,0
1219,55.4452,16.9431,2012,2822,48,0
1220,55.4453,14.7777,2015,28389,78,0
1221,55.4525,14.6776,2013,2713,69,0
1222,55.4533,17.255,2017,2667,45,0.2228
