,HaulLat,HaulLong,Year,Distance,Plastic_Weight
675,54.8828,13.4092,2013,2876,0
676,54.8833,18.9,2016,0,0.4591
677,54.8833,18.9033,2016,0,0
678,54.8837,13.4038,2015,2795,0
679,54.8838,13.409,2014,2791,0
680,54.8845,12.6228,2013,2805,0
681,54.8847,12.6193,2017,2780,0.092
682,54.885,18.6417,2017,2809,0.033
683,54.8853,14.0728,2014,2761,0
684,54.8856,15.1257,2014,NA,0.038
685,54.8858,15.1315,2013,2728,0
686,54.8868,15.1363,2013,2708,0
687,54.8873,15.2921,2016,NA,0
688,54.8877,12.6378,2012,2833,0.071
689,54.888,12.6378,2014,2816,0
690,54.8883,18.905,2017,2520,0.0114
691,54.8885,13.4268,2016,2825,0
692,54.8885,13.8373,2012,2857,0
693,54.89,13.8377,2017,2750,0
694,54.89,18.6817,2017,2517,0.1222
695,54.8901,15.1575,2012,2859,0.14
696,54.8907,13.4333,2013,2548,0
697,54.8922,15.1667,2016,NA,0
698,54.8923,14.9655,2012,2533,0
699,54.8932,13.4367,2015,2844,19.001
700,54.895,18.62,2016,3384,0.445
701,54.895,18.625,2016,2809,0.404
702,54.8952,12.8527,2017,2781,0
703,54.8958,13.4465,2017,2900,0
704,54.8963,14.0922,2012,2881,0
705,54.8967,18.2233,2017,2785,0
706,54.8967,19.0517,2016,0,0
707,54.8973,14.0945,2014,2804,0
708,54.898,12.8607,2014,2772,0
709,54.898,13.5517,2017,2947,0
710,54.8992,14.1007,2015,2798,0
711,54.9,14.9655,2013,2762,0
712,54.9,15.8667,2016,1334,0
713,54.9,18.2017,2016,2784,0
714,54.9003,14.1002,2015,2888,0
715,54.9017,18.2317,2017,3047,6.00E-04
716,54.9026,14.1047,2017,2687,0.001
717,54.9027,14.1138,2013,2902,0
718,54.9033,18.225,2015,2802,0
719,54.9038,14.9668,2015,2928,0
720,54.905,16.0733,2017,2797,0.2094
721,54.9051,13.2825,2016,2973,0
722,54.9052,12.9108,2013,2729,0
723,54.9057,12.994,2015,3015,0.05
724,54.9058,12.9937,2013,2804,0
725,54.9073,12.9262,2014,2748,0
726,54.9073,13.288,2017,2735,0
727,54.9082,12.9982,2016,2758,0
728,54.9085,13.3005,2015,2726,0
729,54.9091,14.1127,2016,2903,0
730,54.9103,14.1147,2013,2846,0
731,54.9117,18.605,2016,2477,1.067
732,54.9133,18.605,2017,2467,0.2576
733,54.9167,16.185,2016,2667,0.008
734,54.9191,16.2041,2015,2761,0
735,54.92,18.6483,2016,2993,0.058
736,54.9233,19.055,2016,0,0
737,54.9243,13.6787,2016,2747,0.016
738,54.9295,13.6777,2013,2839,0
739,54.9297,15.6928,2017,2845,0
740,54.9302,15.6904,2016,NA,0.006
741,54.9322,10.133,2013,2322,0
742,54.9348,16.2373,2013,2834,0
743,54.935,16.2183,2016,2728,0.302
744,54.935,18.5733,2017,2602,0.0305
745,54.9363,15.664,2015,2824,0
746,54.9365,16.2399,2015,NA,0.012
747,54.9372,15.6585,2013,2867,0.188
748,54.9379,13.1425,2017,2863,0
749,54.9383,16.2217,2017,2732,0.1858
750,54.9401,15.65,2014,NA,0.014
751,54.9438,13.6733,2014,2737,0.022
752,54.9486,10.1365,2015,2298,0
753,54.9487,10.1345,2015,NA,0
754,54.951,13.673,2017,2816,0
755,54.9528,10.1283,2012,2628,0
756,54.9533,17.3917,2017,2467,0.1516
757,54.9533,17.405,2015,2697,0
758,54.954,13.685,2017,2801,0
759,54.955,17.3983,2016,2889,0.008
760,54.956,10.1197,2014,NA,0
761,54.9567,17.4033,2017,2978,0.0796
762,54.9567,17.4133,2016,2908,0.062
763,54.9628,13.5768,2014,2721,0
764,54.9638,13.5617,2012,2791,0
765,54.9639,15.5745,2012,3178,0
766,54.9642,15.561,2015,NA,0
767,54.9673,12.7095,2015,3097,0
768,54.9698,10.1147,2012,2598,0
769,54.9703,12.7013,2017,3011,0.084
770,54.9717,18.785,2015,2777,0.0018
771,54.9783,18.545,2016,2794,0.122
772,54.9783,18.7767,2017,2694,0
773,54.9793,13.8627,2015,2946,0.03
774,54.9793,13.882,2015,2831,0
775,54.9874,13.3307,2016,3099,0
776,54.991,13.3427,2014,2834,0
777,54.9926,13.8743,2017,2839,0
778,54.9933,18.4917,2016,2375,0.0062
779,54.9938,13.6823,2015,2757,0
780,54.9953,14.2455,2014,2717,0.013
781,54.9967,17.45,2017,2562,0.1492
782,54.9967,18.4717,2016,2602,0.117
783,54.9972,14.248,2012,2787,0
784,54.9974,13.5507,2017,2688,0
785,54.9977,13.5728,2015,2796,0
786,54.9978,13.5833,2016,2805,0
787,54.9982,14.2512,2014,2795,0
788,54.999,14.2518,2017,2950,0
789,54.9992,14.252,2013,2955,0.06
790,55.0002,13.6715,2015,3030,0
791,55.0008,13.5307,2017,2676,0
792,55.0009,14.184,2016,2809,0
793,55.0013,10.046,2013,2285,0
794,55.0017,16.2733,2016,2599,0.627
795,55.0021,13.6607,2016,3202,0
796,55.0027,13.3908,2015,3225,0
797,55.0028,14.257,2015,2959,0.402
798,55.0053,13.6633,2014,2836,0
799,55.0065,18.7422,2016,2826,0.01
800,55.0067,16.2917,2017,2739,0.7981
801,55.007,14.2613,2017,2777,0
802,55.0088,13.6545,2012,2813,0
803,55.0104,13.3043,2017,2762,0
804,55.0123,13.3092,2014,2747,0.003
805,55.0125,13.3102,2014,2821,0
806,55.0131,15.3342,2012,2906,0
807,55.0181,16.3192,2013,2759,0
808,55.0217,16.3217,2017,2627,0.4289
809,55.0221,15.3163,2014,NA,0.05
810,55.0229,16.3289,2013,2711,0
811,55.0246,16.3316,2012,2887,0
812,55.025,16.3283,2016,2746,0
813,55.026,13.3417,2016,2793,0
814,55.0265,13.3432,2012,2820,0
815,55.0266,16.3377,2015,NA,0.082
816,55.0272,13.3445,2013,2809,0.004
817,55.03,16.185,2017,2671,0.0194
818,55.0312,15.6572,2013,2845,0
819,55.032,10.9298,2015,1985,0
820,55.0324,15.2912,2015,2809,8
821,55.034,15.2878,2016,2785,0
822,55.0369,15.2376,2013,2806,0
823,55.0396,15.6784,2012,2822,0
824,55.0398,10.932,2012,1601,0
825,55.04,16.3567,2016,2792,0.408
826,55.04,16.3617,2017,2679,0.3884
827,55.04,18.335,2017,2583,0.0119
828,55.0404,15.6775,2012,2161,0
829,55.0413,11.1193,2012,2430,0
830,55.0422,13.5118,2016,3027,0.008
831,55.0427,11.0302,2014,NA,0
832,55.0429,13.4588,2017,2750,0
833,55.043,10.119,2015,NA,0
834,55.0433,18.2867,2017,2685,0.0484
835,55.0443,14.2342,2015,2828,0
836,55.0445,16.2742,2016,2750,0.6
837,55.0449,16.2762,2013,2620,0.042
838,55.0459,13.4127,2017,2698,0
839,55.0461,16.426,2015,2746,0.022
840,55.0478,15.6973,2014,NA,0.18
841,55.0483,18.2883,2015,2761,0.0113
842,55.0488,13.6313,2015,3129,0
843,55.0493,14.2718,2016,2758,0
844,55.0493,15.7014,2015,2819,0
845,55.0494,13.635,2017,2770,0
846,55.0495,15.7021,2017,2811,0.07
847,55.0496,14.2655,2016,3149,0
848,55.0497,13.6187,2014,2813,0
849,55.0497,13.6255,2013,2839,0.092
850,55.0498,16.4262,2014,NA,0.312
851,55.0499,13.641,2016,2786,0
852,55.0502,13.66,2015,2727,0
853,55.0502,13.6647,2016,3079,0
854,55.0518,13.6825,2013,2748,0
855,55.0529,11.034,2014,702,0
856,55.0532,11.0879,2014,NA,0
857,55.0533,11.0937,2012,1979,0
858,55.056,11.0858,2015,2407,0.6
859,55.0565,15.1959,2017,NA,0
860,55.0565,15.7349,2017,NA,0
861,55.0567,11.0311,2013,945,0
862,55.0569,15.7349,2013,2719,0
863,55.0574,15.1937,2015,NA,0.012
864,55.0575,15.7396,2016,NA,0
865,55.0582,15.7421,2016,2796,0
866,55.0633,15.5496,2016,NA,0
867,55.0639,15.5868,2015,2887,0
868,55.065,16.3917,2017,2518,2.118
869,55.066,13.3035,2013,2855,0
870,55.066,13.3485,2016,2902,0
871,55.066,13.3637,2017,2814,0
872,55.0665,13.3577,2015,2694,0
873,55.0665,15.583,2017,2811,0
874,55.067,13.3175,2015,2985,0.109
875,55.067,13.3778,2013,3343,0
876,55.0682,15.3446,2012,2758,0
877,55.0697,16.426,2013,2732,0.02
878,55.0705,16.4267,2015,NA,0.292
879,55.0718,16.427,2013,2756,0.096
880,55.0725,13.6872,2012,2859,0
881,55.0735,13.6872,2016,3119,0
882,55.0738,13.6905,2017,2738,0
883,55.0742,10.8087,2012,2428,0
884,55.0774,16.1832,2013,2811,0
885,55.0774,16.1853,2012,2978,0
886,55.0775,10.8102,2013,2379,0
887,55.0776,16.1855,2015,2759,0.01
888,55.0777,13.0127,2013,2784,0
889,55.0784,14.1602,2017,2760,0
890,55.0787,13.7312,2016,2685,0
891,55.079,13.7352,2014,2758,0.128
892,55.079,13.7415,2013,2817,0.025
893,55.0793,13.7438,2015,3113,0
894,55.0802,13.7503,2015,2986,0
895,55.0803,13.0062,2013,2634,0
896,55.0812,15.6425,2013,2758,0
897,55.0812,15.643,2016,2813,0.134
898,55.0817,15.6386,2015,NA,0.001
899,55.0823,12.7418,2015,2753,0
900,55.0837,9.9857,2015,NA,0
901,55.0851,14.3077,2017,2676,0
902,55.0859,15.3644,2013,2815,0
903,55.0865,14.1493,2012,2680,0
904,55.0882,12.8395,2017,2751,0
905,55.0896,14.3132,2017,3188,0
906,55.09,12.7945,2015,2724,0
907,55.09,12.8218,2016,2778,0.024
908,55.0901,12.7905,2017,2793,0.033
909,55.0903,12.8295,2014,2843,0
910,55.0924,13.8208,2017,3056,0
911,55.0925,14.5507,2013,2776,0
912,55.0933,14.5468,2014,2749,0
913,55.0933,14.5472,2013,2771,0.036
914,55.0934,15.3734,2017,2795,0
915,55.0935,14.1785,2013,2893,0
916,55.0938,14.5473,2017,2972,0
917,55.0957,9.98,2014,NA,0
918,55.0973,15.547,2012,3414,0.078
919,55.0976,10.8138,2015,2430,0
920,55.098,10.8135,2014,2428,0
921,55.0983,10.8182,2015,NA,0
922,55.0985,13.8372,2014,2725,0.003
923,55.1001,16.4278,2012,2846,0
924,55.1006,13.8438,2016,3000,0
925,55.1007,16.3817,2014,NA,0
926,55.1012,13.8452,2013,2786,0.202
927,55.1013,9.9862,2012,2450,0
928,55.1013,14.5217,2015,2936,0
929,55.1015,15.266,2016,NA,0.01
930,55.1019,14.5207,2016,2678,0
931,55.1022,9.9855,2012,2544,0
932,55.1025,14.516,2014,2819,0
933,55.1037,14.5118,2016,2775,0
934,55.1062,15.2697,2017,NA,0
935,55.1069,16.383,2013,2856,0
936,55.1078,14.556,2015,2651,0.012
937,55.109,16.3835,2015,NA,0.002
938,55.1118,13.8742,2013,3037,0
939,55.115,19.0567,2017,1391,0.0472
940,55.115,19.1017,2016,0,0
941,55.1157,16.3868,2013,2719,0
942,55.116,11.3168,2012,2543,0
943,55.116,11.3188,2015,NA,0
944,55.1191,11.312,2014,2150,0
945,55.1206,9.7312,2015,NA,0
946,55.1275,15.2871,2012,2824,0
947,55.1308,14.2762,2017,2787,0
948,55.1313,11.2941,2015,2439,0
949,55.1321,11.2944,2013,2300,0
950,55.133,11.2901,2014,NA,0
951,55.1333,11.2892,2013,2281,0
952,55.1333,16.0408,2013,2706,0
953,55.1333,18.665,2016,2453,0.02
954,55.1333,18.725,2017,2398,0.0016
955,55.134,18.7418,2016,2795,0
956,55.1342,11.2932,2012,2304,0
957,55.1356,16.0789,2012,2850,0
958,55.1359,16.0579,2012,2863,0
959,55.1374,16.0236,2015,2850,0
960,55.1376,16.0302,2017,NA,0
961,55.1378,16.0346,2014,NA,0
962,55.1381,16.0483,2015,2750,0
963,55.1401,13.6732,2017,2806,0.128
964,55.145,18.6933,2017,1405,0
965,55.1467,16.0173,2013,2748,0
966,55.1489,13.8502,2017,2818,0.002
967,55.149,16.3862,2012,2761,0.098
968,55.1498,13.9302,2015,2827,0
969,55.1498,13.9648,2015,3135,0
970,55.15,14.1215,2016,2773,0
971,55.1508,14.1122,2014,2711,0
972,55.1509,13.9413,2016,2991,0
973,55.1511,14.0942,2016,3038,0
974,55.1548,9.8581,2015,NA,0
975,55.1574,9.5928,2015,NA,0
976,55.1637,14.2737,2015,2945,0
977,55.1648,16.149,2017,2845,0
978,55.1669,13.3718,2016,2624,0
979,55.171,14.2798,2015,2676,0
980,55.1713,14.284,2013,2781,0
981,55.1745,16.0366,2016,NA,0.028
982,55.175,18.7009,2016,2806,0
983,55.1755,14.2865,2012,2700,0
984,55.1757,14.2855,2014,2792,0
985,55.1817,18.9867,2017,1390,0.0136
986,55.1833,18.705,2015,2396,0
987,55.1833,19.0017,2016,2789,0
988,55.184,14.2968,2014,2745,0.008
989,55.1841,11.0413,2013,984,0
990,55.1883,11.0547,2014,1681,0
991,55.1883,18.6933,2017,2665,0.0324
992,55.1908,11.0523,2015,1809,0
993,55.1932,11.0557,2014,NA,0
994,55.1945,13.3742,2015,2780,0
995,55.1957,11.0642,2012,2014,0
996,55.1963,14.3097,2016,2717,0
997,55.1967,13.3732,2013,2855,0.005
998,55.1988,14.3162,2013,2787,0
999,55.1994,13.3715,2017,2823,0
1000,55.201,13.3793,2016,2971,0
1001,55.2017,13.3843,2014,2758,0.02
1002,55.2023,13.3855,2016,2698,0
1003,55.2025,13.3875,2014,2850,0.056
1004,55.2027,13.388,2013,2748,0
1005,55.2077,13.1655,2015,2993,0.45
1006,55.2078,13.2083,2014,2834,0.348
1007,55.208,13.172,2012,2845,0
1008,55.208,13.1777,2013,2760,0
1009,55.2081,13.174,2016,2747,0.012
1010,55.2082,13.1753,2014,2823,0.142
1011,55.2082,13.2048,2015,2748,0
1012,55.2083,13.178,2013,2707,0
1013,55.2087,13.1733,2016,2941,0
1014,55.2087,13.4363,2017,2905,0
1015,55.2088,13.2127,2017,2853,0.062
1016,55.2111,15.9865,2016,2787,0.54
1017,55.22,10.8392,2012,2567,0
1018,55.2236,10.9822,2013,1408,0
1019,55.2248,11.0175,2015,NA,0
1020,55.229,10.9583,2014,2346,5.7
1021,55.2341,15.9577,2013,2737,0
1022,55.2347,15.9585,2013,2769,0
1023,55.235,17.3017,2016,2571,0.0145
1024,55.2363,17.2825,2016,2793,0.254
1025,55.2367,17.26,2017,2761,0.0012
1026,55.2368,17.2983,2012,2789,0.114
1027,55.2382,11.0056,2013,1494,0
1028,55.2383,15.9613,2012,3065,0
1029,55.2393,15.9623,2014,NA,0
1030,55.2404,17.3188,2012,2767,0
1031,55.2406,17.3253,2014,NA,0.004
1032,55.2409,17.3244,2013,2639,0.008
1033,55.2452,10.844,2015,NA,0
1034,55.2473,10.9902,2014,NA,0
1035,55.2478,13.7102,2014,2704,0
1036,55.2493,13.7097,2012,2920,0
1037,55.2506,13.7132,2016,2954,0.002
1038,55.2508,13.714,2013,2788,0
1039,55.2515,13.7143,2016,2817,0.001
1040,55.2532,13.7165,2015,2907,0
1041,55.2566,15.9749,2012,2989,0.042
1042,55.2579,17.4591,2012,2815,0
1043,55.258,17.4583,2014,NA,0.006
1044,55.2582,17.4538,2013,2867,0
1045,55.2582,17.4756,2012,2761,0
1046,55.2587,17.4241,2015,NA,0.004
1047,55.2589,17.4277,2016,2796,0
1048,55.259,15.977,2017,2813,0.002
1049,55.2591,15.977,2015,2754,0
1050,55.2594,15.9772,2017,NA,0
1051,55.26,17.4083,2017,2748,0.0706
1052,55.2612,13.9485,2013,2747,9.35
1053,55.2617,17.3983,2016,2670,0.03
1054,55.2617,19.0933,2017,1118,0
1055,55.265,17.435,2017,2957,0.0284
1056,55.2663,13.9138,2014,2663,0.034
1057,55.2668,13.7352,2013,2798,0
1058,55.2668,16.8779,2013,2700,0
1059,55.2678,13.8927,2014,2773,0
1060,55.2683,13.8883,2013,2918,0.114
1061,55.2684,16.0622,2015,2765,0
1062,55.2686,16.0632,2017,NA,0
1063,55.2688,14.081,2012,2835,0.606
1064,55.2688,16.0658,2014,NA,0
1065,55.2691,16.0524,2012,2993,0
1066,55.2705,13.7393,2014,2791,0
1067,55.2705,14.0447,2013,2749,0
1068,55.2707,13.7398,2012,2937,0
1069,55.2707,14.0405,2014,2763,0
1070,55.2732,10.9923,2014,NA,0
1071,55.2732,16.016,2013,2604,0
1072,55.2735,16.0162,2013,2680,0.156
1073,55.2737,13.7453,2015,3012,0.05
1074,55.2738,14.3265,2012,2941,0.112
1075,55.2745,13.7478,2017,2921,0
1076,55.2767,19.0817,2015,1078,0
1077,55.2797,16.9243,2012,2837,0
1078,55.2815,16.932,2012,2917,0
1079,55.2819,10.9923,2014,1714,0
1080,55.2823,10.9904,2013,1395,0
1081,55.2833,15.2413,2016,2722,0
1082,55.2866,10.9893,2015,3147,0
1083,55.2867,16.7833,2016,2813,0
1084,55.2905,15.0708,2012,2950,0
1085,55.293,15.0709,2017,2846,0.104
1086,55.2963,15.0668,2015,2780,0.004
1087,55.2967,18.2917,2017,2833,0
1088,55.2969,16.2919,2013,2880,0.64
1089,55.297,13.8605,2016,3113,0.136
1090,55.2998,13.8553,2012,2791,0
1091,55.3011,15.0619,2017,NA,0
1092,55.3024,16.1554,2012,3313,0
1093,55.3037,16.024,2017,NA,0
1094,55.3052,15.0581,2013,2735,0
1095,55.3082,15.3254,2013,3195,0
1096,55.3095,15.3304,2015,2800,0.002
1097,55.31,16.8117,2017,2860,0.0206
1098,55.3104,16.0396,2012,2967,0.006
1099,55.3114,16.1757,2016,2804,0.03
1100,55.3115,16.1756,2015,2815,0
1101,55.3117,17.3183,2016,2750,0.05
1102,55.3122,16.1774,2017,NA,0
1103,55.3133,17.2833,2017,1984,0
1104,55.3141,15.0479,2016,NA,0.016
1105,55.3149,14.9379,2015,NA,0.028
1106,55.3149,14.9393,2013,2620,0.038
1107,55.3153,14.942,2013,2917,0
1108,55.3156,14.9746,2016,2752,0.014
1109,55.3163,15.0469,2013,2850,0
1110,55.3171,14.9819,2013,3026,0
1111,55.3178,16.0463,2017,2861,0.052
1112,55.3188,15.3539,2013,3404,0
1113,55.3195,17.2725,2012,2745,0
1114,55.3196,16.049,2016,2796,0.728
1115,55.3197,17.2505,2016,2782,0
1116,55.32,17.2436,2015,2787,0
1117,55.3202,17.2426,2014,NA,0
1118,55.3211,14.9956,2012,2830,0
1119,55.3212,15.3509,2013,2454,1.9
1120,55.3216,15.357,2014,NA,0
1121,55.3217,16.0527,2015,2834,0
1122,55.3223,15.3561,2015,2737,0.26
1123,55.3233,18.13,2017,1397,0
1124,55.3244,17.3792,2016,2826,0.0321
1125,55.325,17.3733,2013,2480,0.004
1126,55.3257,15.3329,2012,2654,0.008
1127,55.326,15.3578,2016,2474,0.034
1128,55.3263,15.3575,2017,2809,0
1129,55.3283,17.34,2017,1682,0
1130,55.3292,15.3591,2017,NA,0
1131,55.33,17.3567,2017,2750,0.0146
1132,55.3309,15.0426,2012,2811,0
1133,55.3341,17.3909,2012,2924,0
1134,55.3367,16.92,2017,2533,0.123
1135,55.3369,17.4247,2015,2763,0
1136,55.3376,17.4254,2012,2730,0
1137,55.3381,15.365,2012,2900,0
1138,55.3386,16.2958,2012,2915,0
1139,55.3459,18.5844,2016,2995,0.01
1140,55.3461,16.2969,2013,2898,0
1141,55.3463,17.1442,2014,NA,0
1142,55.3463,17.1476,2012,2719,0
1143,55.3465,17.1065,2015,2730,0
1144,55.3472,16.3148,2014,NA,0.018
1145,55.3481,18.3838,2016,2806,0
1146,55.3483,17.2117,2017,1694,0.508
1147,55.3483,17.235,2017,2963,0
1148,55.3499,17.4568,2012,2793,0.008
1149,55.35,17.445,2017,0,0
1150,55.3509,18.1003,2016,2782,0
1151,55.3517,16.8967,2016,2537,0
1152,55.3555,16.9601,2013,2798,0
1153,55.356,15.0824,2017,NA,0
1154,55.3593,16.3182,2016,NA,0
1155,55.3633,10.8893,2012,2641,0
1156,55.3633,17.2,2016,2752,0
1157,55.3718,18.1004,2012,2795,0
1158,55.3732,15.2614,2013,2776,0.004
1159,55.3744,15.263,2015,2767,0.08
1160,55.375,18.8283,2017,2858,0
1161,55.3753,16.3195,2015,2828,0.27
1162,55.3755,9.7438,2015,2215,0
1163,55.376,15.2632,2016,3577,0.006
1164,55.3767,15.2649,2017,2828,0.009
1165,55.377,16.3198,2016,2798,0
1166,55.381,14.4612,2017,NA,0.101
1167,55.3824,15.2733,2016,1260,0
1168,55.3832,17.1683,2012,2863,0.502
1169,55.3833,17.8017,2016,1388,0
1170,55.3837,18.4334,2014,NA,0.006
1171,55.3838,17.1605,2013,13745,0.044
1172,55.3843,17.1538,2014,NA,0
1173,55.3851,15.2728,2012,2726,0.032
1174,55.386,10.8685,2015,NA,0
1175,55.3875,17.1214,2013,2719,0.082
1176,55.3891,10.8315,2013,2270,0
1177,55.3913,15.2897,2017,NA,0
1178,55.3917,15.4755,2013,2821,0
1179,55.3929,15.2931,2013,3030,0
1180,55.3935,10.8455,2014,NA,0
1181,55.3948,9.7396,2013,2583,0
1182,55.3965,15.2972,2014,NA,0
1183,55.3966,18.424,2016,2865,0.174
1184,55.3967,17.41,2017,2601,0.0012
1185,55.3967,17.5817,2017,1884,0
1186,55.3972,15.4648,2012,3004,0.001
1187,55.3983,17.5633,2017,1696,0
1188,55.3985,15.3032,2012,2802,0
1189,55.4006,17.5713,2014,NA,0.106
1190,55.4024,16.8981,2016,2832,0.652
1191,55.403,16.8961,2015,2787,0.106
1192,55.4034,16.8958,2014,NA,0.096
1193,55.4035,16.8905,2013,2889,0.002
1194,55.4045,17.4238,2012,2859,0.23
1195,55.405,17.583,2012,2917,0
1196,55.4063,18.9259,2014,NA,0.172
1197,55.407,18.9249,2012,2869,0
1198,55.4076,10.8685,2014,2370,0
1199,55.4083,18.4267,2017,2515,0.0482
1200,55.4117,17.795,2017,2999,0
1201,55.4133,17.7983,2017,2886,0.1692
1202,55.415,16.7867,2017,1678,0.081
1203,55.415,18.9483,2015,NA,0
1204,55.4183,16.8082,2013,2746,1.112
1205,55.4193,16.815,2012,2804,0.044
1206,55.4233,16.8133,2017,3031,0
1207,55.4233,18.475,2017,2943,0
1208,55.4309,15.1743,2013,3197,0
1209,55.4318,18.5927,2016,2826,0
1210,55.4327,15.9188,2013,2665,0
1211,55.4334,15.977,2012,3102,0.206
1212,55.4346,15.9651,2013,2967,0
1213,55.4353,15.1583,2012,3260,0.066
1214,55.4364,18.9229,2016,2782,0
1215,55.4365,10.7837,2014,NA,0
1216,55.4391,10.7976,2015,2531,0
1217,55.4443,10.7865,2015,NA,0
1218,55.4452,16.9431,2012,2822,0
1219,55.4453,14.7777,2015,28389,0
1220,55.4525,14.6776,2013,2713,0
1221,55.4533,17.255,2017,2667,0.2228
1222,55.4533,18.9367,2016,2861,0
1223,55.4547,14.682,2014,2778,0.128
1224,55.4552,14.6879,2016,NA,0.012
1225,55.4563,14.6981,2017,NA,0
1226,55.4565,15.9215,2014,NA,0
1227,55.457,10.9049,2013,1842,0
1228,55.4571,15.9257,2017,2715,0.038
1229,55.4583,14.4837,2016,2797,0.034
1230,55.4583,17.3033,2016,2665,0
1231,55.4585,14.4765,2017,2815,0.235
1232,55.4592,17.2035,2016,2832,0
1233,55.4593,17.2143,2015,2765,0
1234,55.4597,14.501,2012,2882,0
1235,55.4617,18.5737,2012,3095,0.002
1236,55.4618,15.0299,2017,NA,0
1237,55.4632,17.4666,2013,2928,0.352
1238,55.464,14.9901,2015,2263,0
1239,55.4646,15.9956,2016,0,0.006
1240,55.4647,14.9753,2012,2958,0.2
1241,55.4651,14.602,2012,2748,0.09
1242,55.4663,14.61,2016,NA,0
1243,55.4672,14.6145,2017,2815,0.008
1244,55.4673,14.6141,2017,NA,0.002
1245,55.4676,15.9519,2015,NA,0
1246,55.4678,15.9506,2017,NA,0
1247,55.4682,14.6188,2014,NA,0.016
1248,55.4685,15.9065,2015,2776,0
1249,55.469,15.5571,2016,2802,0
1250,55.4724,17.8134,2012,2889,0
1251,55.4727,15.5599,2017,NA,0
1252,55.4767,15.2177,2016,2793,0
1253,55.48,17.7517,2017,2784,0
1254,55.4808,14.6025,2014,2778,0.016
1255,55.4822,14.6054,2014,NA,0.232
1256,55.4833,17.4767,2017,2734,0.0048
1257,55.4845,14.7653,2013,2746,0
1258,55.4854,17.4455,2013,2826,0.002
1259,55.4858,15.5732,2017,2834,0.004
1260,55.4866,17.4223,2013,2887,0.046
1261,55.487,15.9644,2012,3354,0
1262,55.4874,14.7227,2014,NA,0.002
1263,55.4875,14.7242,2016,2687,0.028
1264,55.4879,17.4612,2012,2761,0
1265,55.4888,14.7125,2014,NA,0
1266,55.4899,17.466,2015,2708,0
1267,55.49,17.515,2017,2837,0.1356
1268,55.4916,15.5786,2015,2758,0
1269,55.4916,20.6566,2017,NA,0.148
1270,55.4917,17.8567,2017,2231,0
1271,55.4923,17.4697,2012,2708,0.236
1272,55.4932,20.6042,2015,2778,0
1273,55.4938,14.6432,2015,2759,0
1274,55.4944,15.2674,2013,2783,0
1275,55.4948,14.6462,2016,NA,0.042
1276,55.4948,14.6472,2017,NA,0.015
1277,55.4967,17.8667,2017,1892,0
1278,55.4967,18.9967,2017,1309,0
1279,55.4975,18.1032,2014,NA,0
1280,55.5035,17.9453,2016,2806,0.015
1281,55.5112,17.9762,2014,NA,0
1282,55.5135,17.9834,2012,2748,0
1283,55.5158,18.0439,2012,2722,0
1284,55.5206,15.5646,2013,2728,0
1285,55.5208,16.1642,2013,3091,0
1286,55.5208,18.9958,2016,2815,0
1287,55.5223,15.5001,2012,2808,0
1288,55.523,18.9934,2012,3428,0
1289,55.525,18.2317,2016,2587,0
1290,55.5252,15.5307,2013,2811,0
1291,55.5259,18.5513,2014,NA,0.016
1292,55.5289,14.9002,2016,2817,0.174
1293,55.5316,16.3576,2012,2834,0
1294,55.5331,15.5493,2015,2759,0
1295,55.5331,18.1909,2016,2741,0
1296,55.5332,15.5557,2017,NA,0
1297,55.5337,15.5847,2012,2889,0
1298,55.5371,16.1757,2017,NA,0.021
1299,55.5373,17.5412,2015,2765,0
1300,55.5385,17.5456,2012,2598,0
1301,55.5394,17.5462,2013,2678,15
1302,55.5401,10.8568,2014,1314,2
1303,55.5403,15.5851,2013,2774,0.02
1304,55.5449,15.582,2012,2750,0.088
1305,55.5475,17.5795,2012,2700,0.004
1306,55.5511,15.5867,2014,NA,0
1307,55.5531,16.1804,2013,2730,0.018
1308,55.555,17.6167,2017,2714,6.7382
1309,55.5578,10.8438,2014,NA,0
1310,55.5581,15.586,2016,2808,0
1311,55.5585,10.922,2012,2574,0
1312,55.5595,16.1824,2017,2895,0
1313,55.5599,16.1829,2015,1938,0.01
1314,55.5622,16.1816,2016,2695,0
1315,55.565,16.1849,2012,2743,0
1316,55.5708,16.4131,2015,2804,0.002
1317,55.5735,18.3553,2016,2774,0
1318,55.5761,15.0098,2013,3482,0
1319,55.5762,15.0047,2013,2891,0.002
1320,55.5772,15.0513,2012,2758,0.334
1321,55.579,10.9076,2013,2239,0
1322,55.5795,15.0325,2012,3010,0.8
1323,55.5797,10.91,2015,NA,0
1324,55.5836,16.1904,2016,2720,0
1325,55.5871,16.3874,2017,NA,0.014
1326,55.5872,16.3894,2016,2769,0
1327,55.5908,16.6643,2016,2698,0
1328,55.5964,15.2588,2016,2771,0.334
1329,55.5967,18.3833,2017,2671,0
1330,55.597,16.6678,2015,2769,0.002
1331,55.5975,15.2935,2012,3714,0.014
1332,55.5984,16.6689,2014,NA,0
1333,55.5985,14.5607,2013,2722,0.004
1334,55.6,14.566,2016,2834,0
1335,55.6003,14.5657,2017,2759,0
1336,55.6008,15.921,2012,3586,0
1337,55.6018,16.6719,2017,NA,0.008
1338,55.6042,16.6726,2016,NA,0.012
1339,55.6092,18.3762,2014,NA,0.016
1340,55.6111,15.9003,2017,NA,0
